medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality_code,nationality,nationality_long,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team,is_medallist
27-07-2024,Gold Medal,1,EVENEPOEL Remco,Male,BEL,Belgium,Belgium,BEL,Belgium,Belgium,,,Cycling Road,Men's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,25-01-2000,1903136,,TRUE
27-07-2024,Silver Medal,2,GANNA Filippo,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Cycling Road,Men's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,25-07-1996,1923520,,TRUE
27-07-2024,Bronze Medal,3,van AERT Wout,Male,BEL,Belgium,Belgium,BEL,Belgium,Belgium,,,Cycling Road,Men's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/men-s-individual-time-trial/fnl-000100--,15-09-1994,1903147,,TRUE
27-07-2024,Gold Medal,1,BROWN Grace,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Cycling Road,Women's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,07-07-1992,1940173,,TRUE
27-07-2024,Silver Medal,2,HENDERSON Anna,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Cycling Road,Women's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,14-11-1998,1912525,,TRUE
27-07-2024,Bronze Medal,3,DYGERT Chloe,Female,USA,United States,United States of America,USA,United States,United States of America,,,Cycling Road,Women's Individual Time Trial,ATH,/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--,01-01-1997,1955079,,TRUE
27-07-2024,Gold Medal,1,OH Sanguk,Male,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,,,Fencing,Men's Sabre Individual,HATH,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000100--,30-09-1996,1927149,,TRUE
27-07-2024,Silver Medal,2,FERJANI Fares,Male,TUN,Tunisia,Tunisia,TUN,Tunisia,Tunisia,,,Fencing,Men's Sabre Individual,HATH,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000100--,22-07-1997,1937783,,TRUE
27-07-2024,Bronze Medal,3,SAMELE Luigi,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Fencing,Men's Sabre Individual,HATH,/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000200--,25-07-1987,1924595,,TRUE
27-07-2024,Gold Medal,1,KONG Man Wai Vivian,Female,HKG,"Hong Kong, China","Hong Kong, China",HKG,"Hong Kong, China","Hong Kong, China",,,Fencing,Women's Épée Individual,HATH,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000100--,08-02-1994,1963262,,TRUE
27-07-2024,Silver Medal,2,MALLO-BRETON Auriane,Female,FRA,France,France,FRA,France,France,,,Fencing,Women's Épée Individual,HATH,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000100--,11-10-1993,1916183,,TRUE
27-07-2024,Bronze Medal,3,MUHARI Eszter,Female,HUN,Hungary,Hungary,HUN,Hungary,Hungary,,,Fencing,Women's Épée Individual,HATH,/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000200--,30-09-2002,1946375,,TRUE
27-07-2024,Gold Medal,1,SMETOV Yeldos,Male,KAZ,Kazakhstan,Kazakhstan,KAZ,Kazakhstan,Kazakhstan,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/fnl-000100--,09-09-1992,1935408,,TRUE
27-07-2024,Silver Medal,2,MKHEIDZE Luka,Male,FRA,France,France,FRA,France,France,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/fnl-000100--,05-01-1996,1891304,,TRUE
27-07-2024,Bronze Medal,3,NAGAYAMA Ryuju,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/repf000100--,15-04-1996,1896752,,TRUE
27-07-2024,Bronze Medal,3,GARRIGOS Francisco,Male,ESP,Spain,Spain,ESP,Spain,Spain,,,Judo,Men -60 kg,HATH,/en/paris-2024/results/judo/men--60-kg/repf000200--,09-12-1994,1563544,,TRUE
27-07-2024,Gold Medal,1,TSUNODA Natsumi,Female,JPN,Japan,Japan,JPN,Japan,Japan,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/fnl-000100--,06-08-1992,1896735,,TRUE
27-07-2024,Silver Medal,2,BAVUUDORJ Baasankhuu,Female,MGL,Mongolia,Mongolia,MGL,Mongolia,Mongolia,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/fnl-000100--,26-11-1999,1914467,,TRUE
27-07-2024,Bronze Medal,3,BOUKLI Shirine,Female,FRA,France,France,FRA,France,France,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/repf000100--,24-01-1999,1891280,,TRUE
27-07-2024,Bronze Medal,3,BABULFATH Tara,Female,SWE,Sweden,Sweden,SWE,Sweden,Sweden,,,Judo,Women -48 kg,HATH,/en/paris-2024/results/judo/women--48-kg/repf000200--,03-01-2006,1571911,,TRUE
27-07-2024,Gold Medal,1,MAERTENS Lukas,Male,GER,Germany,Germany,GER,Germany,Germany,,,Swimming,Men's 400m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,27-12-2001,1907192,,TRUE
27-07-2024,Silver Medal,2,WINNINGTON Elijah,Male,AUS,Australia,Australia,AUS,Australia,Australia,,,Swimming,Men's 400m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,05-05-2000,1946172,,TRUE
27-07-2024,Bronze Medal,3,KIM Woomin,Male,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,,,Swimming,Men's 400m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--,24-08-2001,4654306,,TRUE
27-07-2024,Gold Medal,1,TITMUS Ariarne,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Swimming,Women's 400m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,07-09-2000,1946150,,TRUE
27-07-2024,Silver Medal,2,McINTOSH Summer,Female,CAN,Canada,Canada,CAN,Canada,Canada,,,Swimming,Women's 400m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,18-08-2006,1967140,,TRUE
27-07-2024,Bronze Medal,3,LEDECKY Katie,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 400m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--,17-03-1997,1935938,,TRUE
28-07-2024,Gold Medal,1,FOX Jessica,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Canoe Slalom,Women's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,11-06-1994,1940205,,TRUE
28-07-2024,Silver Medal,2,ZWOLINSKA Klaudia,Female,POL,Poland,Poland,POL,Poland,Poland,,,Canoe Slalom,Women's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,18-12-1998,1942126,,TRUE
28-07-2024,Bronze Medal,3,WOODS Kimberley,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Canoe Slalom,Women's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--,08-09-1995,1896045,,TRUE
28-07-2024,Gold Medal,1,FERRAND PREVOT Pauline,Female,FRA,France,France,FRA,France,France,,,Cycling Mountain Bike,Women's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,10-02-1992,1895672,,TRUE
28-07-2024,Silver Medal,2,BATTEN Haley,Female,USA,United States,United States of America,USA,United States,United States of America,,,Cycling Mountain Bike,Women's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,19-09-1998,1955070,,TRUE
28-07-2024,Bronze Medal,3,RISSVEDS Jenny,Female,SWE,Sweden,Sweden,SWE,Sweden,Sweden,,,Cycling Mountain Bike,Women's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--,06-06-1994,1564023,,TRUE
28-07-2024,Gold Medal,1,KANO Koki,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Fencing,Men's Épée Individual,HATH,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000100--,19-12-1997,1896548,,TRUE
28-07-2024,Silver Medal,2,BOREL Yannick,Male,FRA,France,France,FRA,France,France,,,Fencing,Men's Épée Individual,HATH,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000100--,05-11-1988,1916194,,TRUE
28-07-2024,Bronze Medal,3,ELSAYED Mohamed,Male,EGY,Egypt,Egypt,EGY,Egypt,Egypt,,,Fencing,Men's Épée Individual,HATH,/en/paris-2024/results/fencing/men-s-epee-individual/fnl-000200--,03-03-2003,1936462,,TRUE
28-07-2024,Gold Medal,1,KIEFER Lee,Female,USA,United States,United States of America,USA,United States,United States of America,,,Fencing,Women's Foil Individual,HATH,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000100--,15-06-1994,1950611,,TRUE
28-07-2024,Silver Medal,2,SCRUGGS Lauren,Female,USA,United States,United States of America,USA,United States,United States of America,,,Fencing,Women's Foil Individual,HATH,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000100--,27-01-2003,1950643,,TRUE
28-07-2024,Bronze Medal,3,HARVEY Eleanor,Female,CAN,Canada,Canada,CAN,Canada,Canada,,,Fencing,Women's Foil Individual,HATH,/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000200--,14-01-1995,1973213,,TRUE
28-07-2024,Gold Medal,1,ABE Hifumi,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/fnl-000100--,09-08-1997,1896763,,TRUE
28-07-2024,Silver Medal,2,LIMA Willian,Male,BRA,Brazil,Brazil,BRA,Brazil,Brazil,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/fnl-000100--,31-01-2000,1953840,,TRUE
28-07-2024,Bronze Medal,3,KYRGYZBAYEV Gusman,Male,KAZ,Kazakhstan,Kazakhstan,KAZ,Kazakhstan,Kazakhstan,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/repf000100--,28-09-1992,1935410,,TRUE
28-07-2024,Bronze Medal,3,VIERU Denis,Male,MDA,Republic of Moldova,Republic of Moldova,MDA,Republic of Moldova,Republic of Moldova,,,Judo,Men -66 kg,HATH,/en/paris-2024/results/judo/men--66-kg/repf000200--,10-03-1996,1561138,,TRUE
28-07-2024,Gold Medal,1,KELDIYOROVA Diyora,Female,UZB,Uzbekistan,Uzbekistan,UZB,Uzbekistan,Uzbekistan,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/fnl-000100--,13-07-1998,1566997,,TRUE
28-07-2024,Silver Medal,2,KRASNIQI Distria,Female,KOS,Kosovo,Kosovo,KOS,Kosovo,Kosovo,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/fnl-000100--,10-12-1995,1550162,,TRUE
28-07-2024,Bronze Medal,3,PIMENTA Larissa,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/repf000100--,01-03-1999,1953817,,TRUE
28-07-2024,Bronze Medal,3,BUCHARD Amandine,Female,FRA,France,France,FRA,France,France,,,Judo,Women -52 kg,HATH,/en/paris-2024/results/judo/women--52-kg/repf000200--,12-07-1995,1891283,,TRUE
28-07-2024,Gold Medal,1,XIE Yu,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Shooting,10m Air Pistol Men,ATH,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,12-06-2000,1913907,,TRUE
28-07-2024,Silver Medal,2,MALDINI Federico Nilo,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Shooting,10m Air Pistol Men,ATH,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,28-03-2001,1551388,,TRUE
28-07-2024,Bronze Medal,3,MONNA Paolo,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Shooting,10m Air Pistol Men,ATH,/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--,19-04-1998,1551387,,TRUE
28-07-2024,Gold Medal,1,OH Ye Jin,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,,,Shooting,10m Air Pistol Women,ATH,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,10-05-2005,1893972,,TRUE
28-07-2024,Silver Medal,2,KIM Yeji,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,,,Shooting,10m Air Pistol Women,ATH,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,04-09-1992,1893930,,TRUE
28-07-2024,Bronze Medal,3,BHAKER Manu,Female,IND,India,India,IND,India,India,,,Shooting,10m Air Pistol Women,ATH,/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--,18-02-2002,1538159,,TRUE
28-07-2024,Gold Medal,1,YOSHIZAWA Coco,Female,JPN,Japan,Japan,JPN,Japan,Japan,,,Skateboarding,Women's Street,ATH,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,22-09-2009,1902055,,TRUE
28-07-2024,Silver Medal,2,AKAMA Liz,Female,JPN,Japan,Japan,JPN,Japan,Japan,,,Skateboarding,Women's Street,ATH,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,08-01-2009,1902069,,TRUE
28-07-2024,Bronze Medal,3,LEAL Rayssa,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,,,Skateboarding,Women's Street,ATH,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--,04-01-2008,1955689,,TRUE
28-07-2024,Gold Medal,1,MARTINENGHI Nicolo,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Swimming,Men's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,01-08-1999,1925633,,TRUE
28-07-2024,Silver Medal,2,PEATY Adam,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Swimming,Men's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,28-12-1994,1956469,,TRUE
28-07-2024,Silver Medal,2,FINK Nic,Male,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Men's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--,03-07-1993,1935901,,TRUE
28-07-2024,Gold Medal,1,MARCHAND Leon,Male,FRA,France,France,FRA,France,France,,,Swimming,Men's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,17-05-2002,1909294,,TRUE
28-07-2024,Silver Medal,2,MATSUSHITA Tomoyuki,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Swimming,Men's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,01-08-2005,1963635,,TRUE
28-07-2024,Bronze Medal,3,FOSTER Carson,Male,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Men's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--,26-10-2001,1935903,,TRUE
28-07-2024,Gold Medal,1,HUSKE Torri,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 100m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,07-12-2002,1935923,,TRUE
28-07-2024,Silver Medal,2,WALSH Gretchen,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 100m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,29-01-2003,1935998,,TRUE
28-07-2024,Bronze Medal,3,ZHANG Yufei,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Swimming,Women's 100m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--,19-04-1998,1945125,,TRUE
29-07-2024,Gold Medal,1,GESTIN Nicolas,Male,FRA,France,France,FRA,France,France,,,Canoe Slalom,Men's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,14-03-2000,1880479,,TRUE
29-07-2024,Silver Medal,2,BURGESS Adam,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Canoe Slalom,Men's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,17-07-1992,1896030,,TRUE
29-07-2024,Bronze Medal,3,BENUS Matej,Male,SVK,Slovakia,Slovakia,SVK,Slovakia,Slovakia,,,Canoe Slalom,Men's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--,02-11-1987,1961080,,TRUE
29-07-2024,Gold Medal,1,PIDCOCK Thomas,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Cycling Mountain Bike,Men's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,30-07-1999,1912546,,TRUE
29-07-2024,Silver Medal,2,KORETZKY Victor,Male,FRA,France,France,FRA,France,France,,,Cycling Mountain Bike,Men's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,26-08-1994,1895687,,TRUE
29-07-2024,Bronze Medal,3,HATHERLY Alan,Male,RSA,South Africa,South Africa,RSA,South Africa,South Africa,,,Cycling Mountain Bike,Men's Cross-country,ATH,/en/paris-2024/results/cycling-mountain-bike/men-s-cross-country/fnl-000100--,15-03-1996,1943604,,TRUE
29-07-2024,Gold Medal,1,JUNG Michael,Male,GER,Germany,Germany,GER,Germany,Germany,,,Equestrian,Eventing Individual,ATH,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,31-07-1982,1914921,,TRUE
29-07-2024,Silver Medal,2,BURTON Christopher,Male,AUS,Australia,Australia,AUS,Australia,Australia,,,Equestrian,Eventing Individual,ATH,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,22-11-1981,1940438,,TRUE
29-07-2024,Bronze Medal,3,COLLETT Laura,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Equestrian,Eventing Individual,ATH,/en/paris-2024/results/equestrian/eventing-individual/jump000100--,31-08-1989,1970898,,TRUE
29-07-2024,Gold Medal,1,CHEUNG Ka Long,Male,HKG,"Hong Kong, China","Hong Kong, China",HKG,"Hong Kong, China","Hong Kong, China",,,Fencing,Men's Foil Individual,HATH,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000100--,10-06-1997,1963245,,TRUE
29-07-2024,Silver Medal,2,MACCHI Filippo,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Fencing,Men's Foil Individual,HATH,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000100--,19-09-2001,1924289,,TRUE
29-07-2024,Bronze Medal,3,ITKIN Nick,Male,USA,United States,United States of America,USA,United States,United States of America,,,Fencing,Men's Foil Individual,HATH,/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000200--,09-10-1999,1950602,,TRUE
29-07-2024,Gold Medal,1,APITHY-BRUNET Manon,Female,FRA,France,France,FRA,France,France,,,Fencing,Women's Sabre Individual,HATH,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000100--,07-02-1996,1916223,,TRUE
29-07-2024,Silver Medal,2,BALZER Sara,Female,FRA,France,France,FRA,France,France,,,Fencing,Women's Sabre Individual,HATH,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000100--,03-04-1995,1916222,,TRUE
29-07-2024,Bronze Medal,3,KHARLAN Olga,Female,UKR,Ukraine,Ukraine,UKR,Ukraine,Ukraine,,,Fencing,Women's Sabre Individual,HATH,/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000200--,04-09-1990,1897644,,TRUE
29-07-2024,Gold Medal,1,HEYDAROV Hidayat,Male,AZE,Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/fnl-000100--,27-07-1997,1972337,,TRUE
29-07-2024,Silver Medal,2,GABA Joan-Benjamin,Male,FRA,France,France,FRA,France,France,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/fnl-000100--,07-01-2001,1891311,,TRUE
29-07-2024,Bronze Medal,3,OSMANOV Adil,Male,MDA,Republic of Moldova,Republic of Moldova,MDA,Republic of Moldova,Republic of Moldova,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/repf000100--,02-07-2000,1563437,,TRUE
29-07-2024,Bronze Medal,3,HASHIMOTO Soichi,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Judo,Men -73 kg,HATH,/en/paris-2024/results/judo/men--73-kg/repf000200--,24-08-1991,1896740,,TRUE
29-07-2024,Gold Medal,1,DEGUCHI Christa,Female,CAN,Canada,Canada,CAN,Canada,Canada,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/fnl-000100--,29-10-1995,1955526,,TRUE
29-07-2024,Silver Medal,2,HUH Mimi,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/fnl-000100--,19-12-2002,1928067,,TRUE
29-07-2024,Bronze Medal,3,FUNAKUBO Haruka,Female,JPN,Japan,Japan,JPN,Japan,Japan,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/repf000100--,10-10-1998,1896733,,TRUE
29-07-2024,Bronze Medal,3,CYSIQUE Sarah Leonie,Female,FRA,France,France,FRA,France,France,,,Judo,Women -57 kg,HATH,/en/paris-2024/results/judo/women--57-kg/repf000200--,06-07-1998,1891286,,TRUE
29-07-2024,Gold Medal,1,SHENG Lihao,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Shooting,10m Air Rifle Men,ATH,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,04-12-2004,1913899,,TRUE
29-07-2024,Silver Medal,2,LINDGREN Victor,Male,SWE,Sweden,Sweden,SWE,Sweden,Sweden,,,Shooting,10m Air Rifle Men,ATH,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,16-05-2003,1572919,,TRUE
29-07-2024,Bronze Medal,3,MARICIC Miran,Male,CRO,Croatia,Croatia,CRO,Croatia,Croatia,,,Shooting,10m Air Rifle Men,ATH,/en/paris-2024/results/shooting/10m-air-rifle-men/fnl-000100--,17-06-1997,1888047,,TRUE
29-07-2024,Gold Medal,1,BAN Hyojin,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,,,Shooting,10m Air Rifle Women,ATH,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,20-09-2007,1893845,,TRUE
29-07-2024,Silver Medal,2,HUANG Yuting,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Shooting,10m Air Rifle Women,ATH,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,03-09-2006,1913945,,TRUE
29-07-2024,Bronze Medal,3,GOGNIAT Audrey,Female,SUI,Switzerland,Switzerland,SUI,Switzerland,Switzerland,,,Shooting,10m Air Rifle Women,ATH,/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--,30-10-2002,1976545,,TRUE
29-07-2024,Gold Medal,1,HORIGOME Yuto,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Skateboarding,Men's Street,ATH,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,07-01-1999,1902081,,TRUE
29-07-2024,Silver Medal,2,EATON Jagger,Male,USA,United States,United States of America,USA,United States,United States of America,,,Skateboarding,Men's Street,ATH,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,21-02-2001,1944226,,TRUE
29-07-2024,Bronze Medal,3,HUSTON Nyjah,Male,USA,United States,United States of America,USA,United States,United States of America,,,Skateboarding,Men's Street,ATH,/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--,30-11-1994,1944232,,TRUE
29-07-2024,Gold Medal,1,CECCON Thomas,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Swimming,Men's 100m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,27-01-2001,1925635,,TRUE
29-07-2024,Silver Medal,2,XU Jiayu,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Swimming,Men's 100m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,19-08-1995,1945132,,TRUE
29-07-2024,Bronze Medal,3,MURPHY Ryan,Male,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Men's 100m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--,02-07-1995,1935957,,TRUE
29-07-2024,Gold Medal,1,POPOVICI David,Male,ROU,Romania,Romania,ROU,Romania,Romania,,,Swimming,Men's 200m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,15-09-2004,1543549,,TRUE
29-07-2024,Silver Medal,2,RICHARDS Matthew,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Swimming,Men's 200m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,17-12-2002,1903617,,TRUE
29-07-2024,Bronze Medal,3,HOBSON Luke,Male,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Men's 200m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--,25-06-2003,1935918,,TRUE
29-07-2024,Gold Medal,1,SMITH Tatjana,Female,RSA,South Africa,South Africa,RSA,South Africa,South Africa,,,Swimming,Women's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,09-07-1997,1962589,,TRUE
29-07-2024,Silver Medal,2,TANG Qianting,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Swimming,Women's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,14-03-2004,1945200,,TRUE
29-07-2024,Bronze Medal,3,Mc SHARRY Mona,Female,IRL,Ireland,Ireland,IRL,Ireland,Ireland,,,Swimming,Women's 100m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-100m-breaststroke/fnl-000100--,21-08-2000,1543304,,TRUE
29-07-2024,Gold Medal,1,O'CALLAGHAN Mollie,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Swimming,Women's 200m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,02-04-2004,1946218,,TRUE
29-07-2024,Silver Medal,2,TITMUS Ariarne,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Swimming,Women's 200m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,07-09-2000,1946150,,TRUE
29-07-2024,Bronze Medal,3,HAUGHEY Siobhan Bernadette,Female,HKG,"Hong Kong, China","Hong Kong, China",HKG,"Hong Kong, China","Hong Kong, China",,,Swimming,Women's 200m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--,31-10-1997,1925125,,TRUE
