medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality_code,nationality,nationality_long,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team,is_medallist
10-08-2024,Bronze Medal,3,TOFT Sandra,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,18-10-1989,1895245,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,AABERG IVERSEN Sarah,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,10-04-1990,1895210,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,ELVER Helena,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,01-03-1998,1895215,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,HANSEN Anne Mette,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,25-08-1994,1895159,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,HEINDAHL Kathrine,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,26-03-1992,1895232,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,HAUGSTED Line,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,11-11-1994,1895250,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,REINHARDT Althea,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,01-09-1996,1895246,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,TRANBORG Mette,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,01-01-1996,1895168,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,JOERGENSEN Kristina,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,17-01-1998,1895224,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,OESTERGAARD Trine,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,17-10-1991,1895214,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,VINTER BURGAARD Louise,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,17-10-1992,1895187,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,HOEJLUND Mie,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,24-10-1997,1895213,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,FRIIS Emma,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,31-10-1999,1895152,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,IVERSEN Rikke,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,18-05-1993,1895226,HBLWTEAM7---DEN01,TRUE
10-08-2024,Bronze Medal,3,MOELLER Michala,Female,DEN,Denmark,Denmark,DEN,Denmark,Denmark,Denmark,W,Handball,Women,HTEAM,/en/paris-2024/results/handball/women/fnl-000200--,16-02-2000,1895166,HBLWTEAM7---DEN01,TRUE
10-08-2024,Gold Medal,1,CHEN Meng,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00010000,15-01-1994,1902307,TTEWTEAM----CHN01,TRUE
10-08-2024,Gold Medal,1,SUN Yingsha,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00010000,04-11-2000,1902313,TTEWTEAM----CHN01,TRUE
10-08-2024,Gold Medal,1,WANG Manyu,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,People's Republic of China,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00010000,09-02-1999,1902314,TTEWTEAM----CHN01,TRUE
10-08-2024,Silver Medal,2,HAYATA Hina,Female,JPN,Japan,Japan,JPN,Japan,Japan,Japan,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00010000,07-07-2000,1931100,TTEWTEAM----JPN01,TRUE
10-08-2024,Silver Medal,2,HARIMOTO Miwa,Female,JPN,Japan,Japan,JPN,Japan,Japan,Japan,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00010000,16-06-2008,1931098,TTEWTEAM----JPN01,TRUE
10-08-2024,Silver Medal,2,HIRANO Miu,Female,JPN,Japan,Japan,JPN,Japan,Japan,Japan,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00010000,14-04-2000,1931101,TTEWTEAM----JPN01,TRUE
10-08-2024,Bronze Medal,3,SHIN Yubin,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00020000,05-07-2004,1936435,TTEWTEAM----KOR01,TRUE
10-08-2024,Bronze Medal,3,JEON Jihee,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00020000,28-10-1992,1936419,TTEWTEAM----KOR01,TRUE
10-08-2024,Bronze Medal,3,LEE Eunhye,Female,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,Republic of Korea,W,Table Tennis,Women's Team,HTEAM,/en/paris-2024/results/table-tennis/women-s-team/fnl-00020000,02-05-1995,1936425,TTEWTEAM----KOR01,TRUE
10-08-2024,Gold Medal,1,GREBENNIKOV Jenia,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,13-08-1990,1574049,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,CHINENYEZE Barthelemy,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,28-02-1998,1574045,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,JOUFFROY Quentin,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,05-07-1993,1574055,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,le GOFF Nicolas,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,15-02-1992,1574057,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,FAURE Theo,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,12-10-1999,1574048,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,PATRY Jean,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,27-12-1996,1574061,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,BRIZARD Antoine,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,22-05-1994,1574041,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,TONIUTTI Benjamin,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,30-10-1989,1574067,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,CLEVENOT Trevor,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,28-06-1994,1574046,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,LOUATI Yacine,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,04-03-1992,1574058,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,NGAPETH Earvin,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,12-02-1991,1574060,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,TILLIE Kevin,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,02-11-1990,1574065,VVOMTEAM6---FRA01,TRUE
10-08-2024,Gold Medal,1,CARLE Timothee,Male,FRA,France,France,FRA,France,France,France,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,30-11-1995,1574043,VVOMTEAM6---FRA01,FALSE
10-08-2024,Silver Medal,2,KACZMAREK Lukasz,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,29-06-1994,1902882,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,KUREK Bartosz,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,29-08-1988,1902890,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,LEON VENERO Wilfredo,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,31-07-1993,1902892,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,SLIWKA Aleksander,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,24-05-1995,1902902,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,LOMACZ Grzegorz,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,01-10-1987,1902893,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,KOCHANOWSKI Jakub,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,17-07-1997,1902886,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,SEMENIUK Kamil,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,16-07-1996,1902901,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,ZATORSKI Pawel,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,21-06-1990,1902910,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,JANUSZ Marcin,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,31-07-1994,1902881,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,BIENIEK Mateusz,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,05-04-1994,1902869,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,FORNAL Tomasz,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,31-08-1997,1902875,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,HUBER Norbert,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,14-08-1998,1902880,VVOMTEAM6---POL01,TRUE
10-08-2024,Silver Medal,2,BOLADZ Bartlomiej,Male,POL,Poland,Poland,POL,Poland,Poland,Poland,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000100--,28-09-1994,1902870,VVOMTEAM6---POL01,TRUE
10-08-2024,Bronze Medal,3,DUARTE ALECRIM Diana,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,22-02-1999,1964076,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,ALEXANDRE COSTA NUNES Nyeme Victor,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,11-10-1998,1964152,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,SILVA CARNEIRO Macris Fernanda,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,03-03-1989,1964140,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,DAHER de MENEZES Thaisa,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,15-05-1987,1964180,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,MONTIBELLER Rosamaria,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,09-04-1994,1964167,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,RATZKE Roberta Silva,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,28-04-1990,1964169,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,BRAGA GUIMARAES Gabriela,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,19-05-1994,1964094,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,MENEZES OLIVEIRA de SOUZA Ana Cris,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,07-04-2004,1964065,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,da SILVA Ana Carolina,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,08-04-1991,1964063,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,BERGMANN Julia Isabelle,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,21-02-2001,1964106,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,LEMES SANTOS Tainara,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,09-03-2000,1964183,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,GERALDO TEIXEIRA Lorenne,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,08-01-1996,1964136,VVOWTEAM6---BRA01,TRUE
10-08-2024,Bronze Medal,3,ARAUJO Natalia,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,Brazil,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000200--,10-04-1997,1964151,VVOWTEAM6---BRA01,TRUE
10-08-2024,Gold Medal,1,ESTER RAMOS Laura,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,22-01-1990,1954878,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,PIRALKOVA COELLO Isabel,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,23-06-2005,1954897,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,ESPAR LLAQUET Anni,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,08-01-1993,1954877,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,ORTIZ Bea,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,21-06-1995,1954893,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,PEREZ VIVAS Nona,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,10-04-2003,1954895,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,CRESPI BARRIGA Paula,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,07-04-1998,1954875,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,RUIZ BARRIL Elena,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,29-10-2004,1954900,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,PENA Pili,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,04-04-1986,1954894,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,FORCA ARIZA Judith,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,07-06-1996,1954880,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,CAMUS Paula,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,12-02-2002,1954874,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,GARCIA GODOY Maica,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,17-10-1990,1954881,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,LEITON ARRONES Paula,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,27-04-2000,1954886,WPOWTEAM7---ESP01,TRUE
10-08-2024,Gold Medal,1,TERRE Martina,Female,ESP,Spain,Spain,ESP,Spain,Spain,Spain,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,28-08-2002,1954903,WPOWTEAM7---ESP01,TRUE
10-08-2024,Silver Medal,2,PALM Gabriella,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,20-05-1998,1947514,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,GOFERS Keesja,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,16-03-1990,1947523,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,ARMIT Elle,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,20-08-1991,1947513,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,HALLIGAN Bronte,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,12-08-1996,1947506,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,GREEN Sienna,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,01-11-2004,1947540,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,ANDREWS Abby,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,28-11-2000,1947497,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,ANDREWS Charlize,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,26-12-2001,1947508,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,HEARN Sienna,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,16-07-2002,1947541,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,ARANCINI Zoe,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,14-07-1991,1947546,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,WILLIAMS Alice,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,24-12-1998,1947498,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,KEARNS Tilly,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,02-10-2000,1947528,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,JACKOVICH Danijela,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,04-11-1994,1947512,WPOWTEAM7---AUS01,TRUE
10-08-2024,Silver Medal,2,LONGMAN Genevieve,Female,AUS,Australia,Australia,AUS,Australia,Australia,Australia,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000100--,02-10-1995,1947515,WPOWTEAM7---AUS01,TRUE
10-08-2024,Bronze Medal,3,AARTS Laura,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,10-08-1996,1968845,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,WOLVES Iris,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,09-05-1994,1968848,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,SLEEKING Brigitte,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,19-03-1998,1968857,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,van der SLOOT Sabrina,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,16-03-1991,1968858,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,KEUNING Maartje,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,26-04-1998,1968860,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,van de KRAATS Simone,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,15-11-2000,1968855,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,ROGGE Bente,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,02-10-1997,1968851,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,SEVENICH Vivian,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,28-02-1993,1968847,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,JOUSTRA Kittylynn,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,11-01-1998,1968856,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,ROGGE Lieke,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,30-11-2000,1968850,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,MOOLHUIJZEN Lola,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,17-08-2004,1968854,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,TEN BROEK Nina,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,04-07-2001,1968853,WPOWTEAM7---NED01,TRUE
10-08-2024,Bronze Medal,3,BUIS Sarah,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,Netherlands,W,Water Polo,Women,HTEAM,/en/paris-2024/results/water-polo/women/fnl-000200--,20-03-2000,1968846,WPOWTEAM7---NED01,TRUE
11-08-2024,Gold Medal,1,LOYD Jewell,Female,USA,United States,United States of America,USA,United States,United States of America,United States of America,W,Basketball,Women,HTEAM,/en/paris-2024/results/basketball/women/fnl-000100--,05-10-1993,1954742,BKBWTEAM5---USA01,TRUE
